,sale_date,bedrooms,bathrooms,house_floors,kcgs_waterfront,kcgs_view,kcgs_condition,kcgs_grade,year_construction,year_renovation,zip_code,price,m2_living,m2_lot,m2_above,m2_basement,m2_living_2015,m2_lot_2015
267,08.12.14,4,3.0,2.0,0,0,5,11,1976,0,98004,2180000,441,2017,441,0,290,1724
268,11.05.15,5,4.0,2.0,0,2,3,10,2013,0,98198,770000,441,765,311,130,201,1347
269,24.02.15,4,4.0,2.0,0,0,3,10,1987,0,98075,970000,441,7085,441,0,310,4573
270,12.11.14,4,4.0,2.0,0,0,3,11,1990,0,98053,1150000,441,4562,441,0,446,3939
271,08.07.14,4,4.0,2.0,0,0,4,10,1991,0,98027,1050000,441,11781,441,0,284,10971
272,30.04.15,4,4.0,2.0,0,3,3,11,2006,0,98027,1350000,441,800,338,102,376,773
273,23.05.14,4,4.0,2.0,0,0,3,11,2003,0,98053,1200000,441,16031,441,0,197,4615
274,29.05.14,4,4.0,2.0,0,0,5,10,1935,0,98112,2450000,440,1263,397,43,345,820
275,03.03.15,4,4.0,1.0,1,4,3,10,1954,0,98033,3400000,440,4449,273,166,302,4586
276,02.04.15,4,5.0,3.0,0,4,5,11,1971,0,98177,1530000,439,1952,439,0,280,1859
277,31.07.14,5,5.0,2.0,0,0,3,11,2005,0,98053,875000,439,1742,298,140,361,3469
278,04.06.14,3,4.0,2.0,0,2,3,10,1998,0,98059,860000,439,3017,296,142,303,2452
279,16.01.15,5,4.0,2.0,0,0,5,9,1975,0,98027,745000,439,45867,368,71,201,20404
280,08.07.14,6,3.0,2.0,0,3,3,10,1931,0,98105,2180000,438,1022,343,95,274,493
281,12.05.14,4,4.0,2.0,0,0,3,10,1978,0,98005,900000,437,3570,318,119,338,3306
282,18.03.15,4,4.0,2.0,0,3,3,11,1958,1995,98033,2650000,437,1276,325,112,298,1422
283,14.01.15,4,3.0,2.0,0,0,3,10,1999,0,98075,1180000,437,4615,437,0,267,4615
284,09.04.15,5,4.0,2.0,0,0,3,11,2002,0,98006,1400000,437,2075,437,0,440,2520
285,28.05.14,4,4.0,1.0,0,4,3,11,2005,0,98116,1400000,437,851,234,203,208,809
286,23.03.15,4,5.0,2.0,0,1,3,11,2002,0,98033,2230000,437,1004,363,73,220,714
287,03.12.14,5,4.0,2.0,0,0,3,10,2006,0,98033,1140000,437,1044,272,164,296,1221
288,07.11.14,4,4.0,1.0,0,2,3,11,2002,0,98033,1240000,437,946,247,190,350,836
289,24.03.15,5,4.0,2.0,0,0,3,9,1926,0,98112,2050000,436,763,283,153,307,744
290,24.06.14,4,4.0,2.0,0,2,3,10,1995,0,98155,600000,436,1388,342,94,270,1238
291,15.12.14,5,5.0,2.0,0,0,3,10,1995,0,98006,932808,436,623,321,115,378,1069
292,30.12.14,4,4.0,2.0,0,0,3,11,2001,0,98004,1950000,436,641,323,112,260,1045
293,08.08.14,4,4.0,2.0,0,0,3,10,2007,0,98019,1020000,436,19251,375,61,269,18636
294,18.06.14,4,4.0,2.0,0,0,3,10,2005,0,98006,1160000,435,901,312,123,260,1147
295,03.03.15,4,4.0,2.0,0,0,3,10,2008,0,98033,1350000,435,1161,283,152,301,999
296,08.08.14,4,4.0,2.0,0,0,4,12,1988,0,98005,1580000,434,4817,434,0,393,3817
297,30.09.14,7,5.0,2.0,0,2,3,11,1992,0,98039,2450000,434,2148,434,0,301,1293
298,04.08.14,5,3.0,2.0,0,0,3,11,1998,0,98074,1000000,434,1474,434,0,354,1378
299,05.06.14,4,6.0,2.0,0,0,3,12,1989,0,98006,1420000,434,4085,434,0,455,3253
300,25.07.14,4,4.0,2.0,0,3,3,11,2007,0,98027,1240000,434,558,355,79,401,558
301,16.12.14,5,4.0,2.0,0,2,4,9,1979,0,98056,739000,433,920,242,191,314,920
302,20.08.14,4,3.0,2.0,0,0,3,9,2003,0,98059,760000,433,665,281,152,307,655
303,01.12.14,3,4.0,2.0,1,4,3,12,1975,1990,98166,1640000,433,1967,433,0,292,2256
304,02.07.14,3,4.0,2.0,0,4,5,10,1909,0,98102,2150000,433,511,283,151,277,511
305,25.06.14,4,4.0,2.0,0,2,3,11,2003,0,98006,1280000,433,1617,433,0,472,2315
306,12.02.15,5,5.0,2.0,0,2,3,11,2005,0,98004,2640000,433,1506,433,0,310,1506
307,31.03.15,5,5.0,2.0,0,0,3,10,1999,0,98024,985000,432,10080,303,129,261,14453
308,14.07.14,4,5.0,2.0,0,0,3,11,2008,0,98004,1750000,432,712,338,94,159,781
309,03.04.15,4,5.0,2.0,0,0,3,10,2006,0,98112,1600000,432,721,358,73,200,648
310,20.06.14,7,4.0,2.0,0,1,3,11,1965,2003,98040,1950000,431,1416,266,165,300,1924
311,11.05.15,5,5.0,2.0,1,4,5,8,1952,0,98052,2200000,431,2110,266,165,292,1320
312,29.04.15,4,4.0,2.0,0,2,3,10,2007,0,98027,1350000,431,913,298,133,354,763
313,07.05.15,4,4.0,2.0,0,0,3,10,2007,0,98059,1270000,431,1246,431,0,436,1263
314,24.03.15,4,5.0,2.0,0,3,3,11,2005,0,98075,1430000,430,2236,430,0,430,1634
315,12.05.14,5,5.0,2.0,0,0,3,9,2006,0,98065,809000,430,588,298,132,411,631
316,24.06.14,4,3.0,2.0,0,0,4,11,1991,0,98023,575000,429,1932,429,0,338,1932
317,17.03.15,9,4.0,3.0,0,0,3,11,1915,0,98105,1400000,429,512,360,70,252,401
318,28.04.15,4,4.0,2.0,0,0,3,10,2014,0,98024,1460000,429,12101,429,0,429,12175
319,05.06.14,4,4.0,1.0,0,0,4,10,1980,0,98027,630000,428,3736,232,196,283,3816
320,24.04.15,4,4.0,2.0,0,0,3,10,2000,0,98075,960000,428,1085,428,0,362,1038
321,07.08.14,5,4.0,2.0,0,3,3,11,2006,0,98027,1200000,428,983,308,121,376,773
322,12.08.14,4,4.0,2.0,0,2,3,11,2003,0,98033,1650000,428,1162,428,0,217,1072
323,26.09.14,3,3.0,2.0,0,2,3,8,1947,1999,98144,1250000,428,781,259,169,201,465
324,18.08.14,5,5.0,2.0,0,4,3,11,2004,0,98075,1170000,428,1232,428,0,409,1408
325,05.08.14,3,4.0,2.0,0,0,4,9,1984,0,98074,750000,428,7615,428,0,270,4043
326,02.12.14,4,3.0,2.0,0,0,3,10,1990,0,98053,800000,428,6261,428,0,428,6261
327,17.12.14,4,3.0,1.0,0,4,3,10,1989,0,98045,800000,428,29943,223,204,348,10647
328,28.04.15,5,3.0,2.0,0,2,3,9,1918,2003,98004,2410000,428,2161,335,93,511,1865
329,06.06.14,5,3.0,1.0,0,3,3,9,1956,2015,98177,805000,428,1843,214,214,269,1843
330,20.11.14,5,4.0,2.0,0,0,3,10,2007,0,98006,880000,428,814,296,132,298,876
331,14.11.14,5,5.0,2.0,0,0,3,9,2006,0,98065,805000,428,726,297,130,416,588
332,15.04.15,5,4.0,2.0,0,2,5,11,1928,0,98199,2800000,427,1189,334,93,271,800
333,08.04.15,5,4.0,2.0,0,0,4,11,1927,0,98112,3000000,427,1047,321,106,360,836
334,26.12.14,4,5.0,2.0,0,0,3,10,2003,0,98033,1140000,427,1638,294,133,353,1140
335,14.08.14,10,6.0,1.0,0,2,3,9,2008,0,98004,1150000,427,1015,232,194,254,967
336,03.06.14,4,3.0,2.0,0,0,3,10,1981,0,98177,960000,427,850,324,102,270,1148
337,27.05.14,5,5.0,2.0,0,0,3,10,2009,0,98033,1710000,427,1365,427,0,282,882
338,25.07.14,5,4.0,2.0,0,0,3,10,2008,0,98033,1720000,427,3257,427,0,311,3332
339,24.05.14,5,4.0,3.0,1,4,3,10,2004,0,98075,2000000,426,413,426,0,252,413
340,17.09.14,4,4.0,2.0,0,3,4,11,1991,0,98109,2900000,426,450,286,139,329,603
341,11.07.14,4,5.0,3.0,0,2,5,10,1926,0,98112,2920000,425,2238,363,62,362,900
342,23.09.14,5,3.0,2.0,0,0,5,10,1965,0,98040,1480000,425,1789,425,0,296,1237
343,18.09.14,3,3.0,2.0,0,0,3,12,1991,0,98027,1040000,425,987,425,0,359,1076
344,27.04.15,4,4.0,2.0,0,0,3,11,2002,0,98075,1100000,425,1507,425,0,437,1533
345,23.06.14,4,3.0,2.0,0,4,5,12,1948,1985,98177,1580000,425,6923,425,0,354,6923
346,01.07.14,4,3.0,2.0,0,2,3,11,1990,0,98074,1060000,425,1488,425,0,417,1642
347,10.04.15,5,4.0,2.0,0,0,3,11,2006,0,98034,1040000,425,947,425,0,190,703
348,20.05.14,4,4.0,1.0,0,3,3,12,1995,0,98006,1210000,424,1547,207,217,377,1411
349,27.08.14,4,4.0,1.0,0,3,3,12,1995,0,98006,1200000,424,1547,207,217,377,1411
350,09.01.15,3,4.0,1.0,0,4,3,11,1995,0,98004,3200000,424,1242,257,167,377,1242
351,15.05.14,3,3.0,2.0,0,0,4,9,1986,0,98074,695000,424,1638,353,71,219,1394
352,17.03.15,5,4.0,1.0,0,0,5,9,1963,0,98004,1680000,424,1773,231,192,315,1872
353,31.03.15,3,4.0,2.0,0,2,3,12,1990,0,98034,1490000,424,1358,424,0,376,1322
354,14.07.14,3,3.0,2.0,0,2,3,10,2001,0,98034,1220000,424,1518,375,48,243,1074
355,14.10.14,4,4.0,2.0,0,0,3,9,1995,0,98006,1100000,424,3870,388,36,278,1058
356,24.06.14,4,5.0,1.0,1,4,3,10,2002,0,98074,3080000,423,1732,242,181,423,1813
357,22.04.15,4,4.0,1.0,0,1,4,9,1989,0,98075,1050000,423,5020,214,209,329,3683
358,30.07.14,4,4.0,2.0,0,0,3,11,1998,0,98006,1150000,422,1837,390,32,371,1197
359,12.05.14,5,3.0,2.0,0,0,4,9,2003,0,98077,950000,421,24047,297,124,319,7732
360,10.02.15,3,3.0,2.0,0,2,5,8,1912,0,98166,1120000,421,2126,299,122,288,1692
361,22.07.14,4,4.0,2.0,0,2,3,10,1992,0,98040,1250000,420,859,304,116,314,859
362,18.03.15,6,5.0,2.0,0,0,3,9,1953,2008,98031,550000,420,3733,333,87,267,1214
363,05.08.14,5,4.0,2.0,0,0,3,10,2003,0,98074,960000,419,1515,262,157,402,1742
364,21.11.14,4,5.0,2.0,0,2,3,12,1998,0,98033,1820000,419,1196,419,0,204,793
365,22.09.14,4,3.0,3.0,0,2,3,8,1941,2000,98117,1060000,419,465,304,115,187,465
366,06.05.14,5,4.0,2.0,0,0,3,10,1969,2002,98040,1870000,419,1410,419,0,326,1255
367,03.11.14,4,4.0,2.0,0,0,3,12,1991,0,98027,1520000,418,1096,418,0,365,1076
368,25.06.14,5,4.0,2.0,0,4,4,8,1968,0,98125,860000,418,897,279,139,258,1964
369,11.06.14,3,4.0,2.0,0,0,3,10,2004,0,98092,785000,418,2033,418,0,434,2143
370,02.06.14,4,3.0,2.0,0,2,3,9,1980,0,98040,870000,418,2024,283,136,329,1903
371,20.04.15,4,3.0,1.0,0,0,3,13,1988,0,98006,2340000,418,3271,418,0,442,3271
372,25.02.15,4,4.0,1.0,0,0,3,12,1990,0,98004,1980000,418,4125,310,108,236,2443
373,21.10.14,4,5.0,2.0,0,3,3,11,2009,0,98029,1830000,418,19999,244,174,282,2365
374,15.01.15,5,4.0,2.0,0,0,3,10,2007,0,98059,750000,418,756,418,0,264,781
375,17.03.15,5,4.0,2.0,0,0,3,9,2013,0,98011,870000,418,937,333,85,418,937
376,24.07.14,4,4.0,2.0,0,0,4,10,1941,0,98112,1720000,417,708,287,130,349,711
377,04.09.14,4,4.0,2.0,0,0,3,12,1998,0,98005,1680000,417,3251,417,0,415,3487
378,21.04.15,4,5.0,2.0,0,2,3,11,1998,0,98006,1390000,417,2302,353,64,313,3039
379,24.11.14,3,4.0,2.0,1,4,3,12,1993,0,98034,3120000,417,5261,417,0,252,4770
380,28.05.14,4,4.0,2.0,0,0,3,9,2006,0,98065,700000,417,474,315,102,399,515
381,05.05.14,5,4.0,2.0,0,0,3,10,2006,0,98027,890000,417,558,297,120,421,558
382,12.12.14,4,4.0,2.0,0,0,3,9,2006,0,98065,689000,417,539,315,102,410,585
383,06.05.14,5,5.0,2.0,0,0,3,10,2013,0,98004,1800000,417,955,365,52,231,955
384,02.10.14,4,5.0,2.0,0,0,3,7,2003,0,98030,490000,416,531,342,74,204,564
385,23.07.14,4,3.0,2.0,0,0,3,9,1987,0,98077,835000,416,3970,416,0,292,3869
386,26.06.14,5,3.0,3.0,0,0,5,12,1902,0,98112,1990000,416,465,318,99,299,520
387,16.07.14,5,4.0,2.0,0,0,3,9,2014,0,98053,1040000,416,617,416,0,346,616
388,23.09.14,4,4.0,2.0,1,4,3,12,1999,0,98033,2570000,416,1898,247,169,403,488
389,11.02.15,6,4.0,3.0,0,3,3,9,2013,0,98188,598800,415,1661,300,115,166,1697
390,21.07.14,3,3.0,2.0,0,2,3,9,1953,2004,98006,1480000,415,2093,301,114,272,2029
391,08.10.14,4,3.0,2.0,0,0,3,10,1991,0,98053,885000,415,8013,415,0,358,9019
392,14.05.14,4,3.0,2.0,0,0,3,11,1988,0,98072,1120000,415,5611,415,0,298,3759
393,23.06.14,5,3.0,3.0,0,0,3,11,1984,0,98072,831500,415,3264,415,0,376,3171
394,30.10.14,4,5.0,2.0,0,1,3,11,2010,0,98199,2950000,415,547,300,115,239,558
395,15.10.14,5,4.0,2.0,0,0,3,11,2008,0,98004,1540000,415,752,415,0,258,833
396,07.05.14,4,4.0,2.0,0,0,3,11,2001,0,98053,1150000,414,9608,414,0,322,8227
397,15.10.14,3,4.0,2.0,0,0,3,9,2005,0,98042,739500,414,4756,414,0,248,3618
398,11.09.14,6,3.0,3.0,0,2,4,10,1930,0,98105,1870000,414,646,322,93,256,443
399,25.03.15,5,4.0,2.0,0,4,3,9,1996,0,98027,833450,414,25032,309,105,248,10728
400,10.07.14,4,3.0,2.0,0,0,3,10,1955,2007,98112,1910000,414,635,292,123,291,692
401,20.05.14,4,4.0,1.0,0,0,3,9,1962,1994,98039,1800000,414,1576,237,178,184,1243
402,01.10.14,4,4.0,2.0,0,2,3,11,2001,0,98075,1060000,414,1512,414,0,422,1591
403,21.05.14,3,3.0,2.0,0,0,3,12,1992,0,98033,1550000,414,2419,414,0,350,2419
404,20.05.14,5,4.0,3.0,0,2,3,10,2015,0,98119,490000,414,276,305,110,231,393
405,02.04.15,5,4.0,2.0,0,0,3,9,2010,0,98199,1300000,414,714,322,92,237,595
406,11.09.14,5,3.0,2.0,0,0,3,9,2014,0,98011,845950,414,892,339,74,372,906
407,29.10.14,4,4.0,2.0,0,3,5,10,1922,0,98144,2250000,413,755,292,121,371,790
408,24.09.14,5,5.0,2.0,0,0,3,10,2012,0,98168,600000,413,909,413,0,253,937
409,26.11.14,4,4.0,2.0,0,2,5,10,1965,0,98040,1730000,413,1921,301,112,394,1733
410,21.04.15,5,4.0,1.0,0,0,5,10,1968,0,98040,1300000,413,862,206,206,253,893
411,09.07.14,4,4.0,2.0,0,0,3,11,2003,0,98059,1040000,413,991,413,0,408,927
412,28.05.14,8,4.0,2.0,0,3,5,10,1959,0,98112,1970000,413,602,292,121,413,803
413,04.02.15,6,4.0,1.0,0,1,4,9,1959,0,98040,959000,413,1619,206,206,247,1001
414,13.05.14,5,4.0,2.0,0,0,3,10,2013,0,98004,2450000,412,836,412,0,230,882
415,26.03.15,4,3.0,2.0,0,0,3,10,1990,0,98053,970000,412,6911,412,0,355,7516
416,06.05.15,6,3.0,2.0,0,3,3,10,1964,2015,98118,1490000,412,599,249,163,328,680
417,22.04.15,4,4.0,2.0,0,0,3,12,1998,0,98005,1960000,412,2914,412,0,362,3275
418,29.05.14,4,4.0,2.0,0,0,3,10,1952,2007,98039,2750000,412,1952,412,0,365,1859
419,12.03.15,6,4.0,2.0,0,0,3,9,2001,0,98056,875000,412,1064,279,133,254,526
420,27.10.14,4,4.0,2.0,0,1,3,9,1962,2005,98125,925000,411,882,318,93,268,920
421,12.12.14,5,5.0,2.0,0,0,3,11,2000,0,98059,1210000,411,1254,326,85,392,1117
422,13.02.15,5,4.0,2.0,0,0,5,10,1982,0,98007,1320000,411,3378,255,156,346,3442
423,06.10.14,4,4.0,2.0,0,0,3,10,2004,0,98065,730000,411,734,311,99,320,730
424,26.03.15,4,4.0,2.0,0,0,3,11,2003,0,98004,2330000,411,1929,411,0,281,1921
425,08.06.14,4,4.0,2.0,1,4,3,11,2001,0,98008,2700000,411,730,293,118,257,792
426,11.02.15,4,4.0,2.0,0,0,3,10,2006,0,98027,909500,411,552,317,94,419,539
427,05.05.14,4,5.0,2.0,0,0,3,10,2006,0,98027,890000,411,534,317,94,411,534
428,17.06.14,4,4.0,2.0,0,0,3,11,2013,0,98075,1330000,411,1536,411,0,326,4688
429,29.05.14,6,3.0,1.0,0,2,4,9,1965,0,98003,472000,410,1304,218,191,242,1300
430,21.07.14,5,4.0,2.0,0,0,4,9,1990,0,98053,1100000,410,5303,410,0,270,4696
431,11.07.14,4,4.0,2.0,0,2,3,12,1996,0,98006,1500000,410,1155,318,92,380,1127
432,02.09.14,4,4.0,3.0,0,3,3,11,2001,0,98118,1440000,410,858,410,0,201,613
433,12.02.15,4,4.0,3.0,0,4,3,11,2003,0,98116,1630000,410,754,332,78,257,534
434,15.10.14,5,4.0,2.0,0,0,4,9,2001,0,98058,600000,410,5405,217,193,229,3956
435,20.06.14,4,4.0,2.0,0,0,3,11,1989,0,98006,1320000,410,3364,410,0,442,3333
436,04.05.15,5,4.0,2.0,0,2,3,12,1990,0,98072,1270000,410,3271,361,49,410,5546
437,12.06.14,5,4.0,2.0,0,0,3,11,2006,0,98052,1240000,410,1336,410,0,253,1064
438,11.08.14,3,4.0,2.0,1,4,3,11,2014,0,98056,3000000,410,1000,319,91,330,524
439,04.06.14,4,3.0,2.0,0,0,3,9,2006,0,98065,765000,410,474,316,94,408,515
440,13.01.15,5,4.0,2.0,0,3,3,10,2014,0,98006,1880000,410,1208,271,138,538,1205
441,20.11.14,4,4.0,2.0,0,0,3,11,1988,0,98075,1150000,409,24411,409,0,301,910
442,13.05.14,4,4.0,2.0,0,0,3,11,2003,0,98075,1050000,409,1545,409,0,413,1443
443,05.06.14,5,5.0,2.0,0,0,3,11,2003,0,98004,1800000,409,1448,315,94,200,1324
444,02.06.14,4,4.0,2.0,0,0,4,9,1993,0,98022,687000,409,17365,409,0,212,17365
445,06.06.14,5,3.0,1.0,0,3,5,9,1963,0,98028,1120000,409,1719,209,200,306,1790
446,11.08.14,5,4.0,2.0,0,0,3,9,2005,0,98125,971000,408,942,311,97,187,781
447,30.07.14,4,4.0,1.0,0,0,4,11,1994,0,98059,1280000,408,1657,226,182,287,1150
448,23.05.14,4,4.0,2.0,0,3,3,11,1990,0,98040,1610000,408,1078,284,124,301,1115
449,27.06.14,4,5.0,2.0,0,3,3,10,2003,0,98029,1050000,408,1286,309,99,358,1083
450,23.09.14,5,4.0,2.0,0,0,3,9,2008,0,98199,1230000,408,619,272,136,145,619
451,30.06.14,5,4.0,2.0,0,0,3,10,2007,0,98040,1510000,408,1046,408,0,201,860
452,06.08.14,5,4.0,2.0,0,3,3,9,2013,0,98115,1880000,408,578,295,113,255,599
453,03.03.15,4,4.0,1.0,0,0,3,10,2006,0,98092,545000,408,1141,219,189,284,1015
454,21.11.14,3,4.0,2.0,0,0,3,8,1900,1999,98117,740500,407,590,258,149,170,590
455,13.10.14,3,3.0,2.0,0,3,5,10,1952,0,98199,1450000,407,587,333,74,286,714
456,25.06.14,3,5.0,2.0,1,3,3,9,1968,1990,98166,995000,407,4372,346,61,229,1720
457,23.05.14,3,4.0,2.0,0,0,5,11,1983,0,98052,1050000,407,3975,407,0,337,3292
458,20.05.14,4,4.0,1.0,0,0,3,11,2001,0,98053,1300000,407,6882,407,0,480,5789
459,01.04.15,5,4.0,2.0,0,0,3,11,2003,0,98075,945000,407,1387,407,0,401,1360
460,27.04.15,4,4.0,2.0,0,0,3,11,1993,0,98077,1400000,407,6191,407,0,373,6516
461,31.07.14,4,4.0,2.0,0,0,3,11,2001,0,98065,1150000,406,1706,406,0,389,1268
462,03.09.14,4,3.0,3.0,0,3,4,10,1907,1994,98033,2350000,406,2125,341,65,277,2125
463,02.06.14,4,4.0,2.0,0,1,3,10,2003,0,98004,1970000,406,791,336,71,275,962
464,27.03.15,4,4.0,2.0,0,3,3,8,1996,0,98022,473000,406,3457,258,148,266,3658
465,20.10.14,4,3.0,2.0,0,0,3,10,1984,0,98053,897500,406,20249,406,0,226,3262
466,15.08.14,5,4.0,2.0,0,0,3,11,1990,0,98004,1500000,406,1138,304,102,277,1190
467,01.10.14,4,4.0,1.0,0,2,4,10,1978,0,98022,858000,406,39309,240,166,303,39309
468,03.07.14,4,4.0,2.0,0,0,3,11,2008,0,98059,1030000,406,1009,406,0,331,750
469,05.05.15,4,4.0,1.0,0,0,3,10,2000,0,98038,890000,405,19540,216,190,224,8097
470,13.10.14,4,4.0,2.0,0,0,3,12,1998,0,98074,1450000,405,2287,405,0,443,2558
471,29.10.14,4,4.0,1.0,0,0,3,10,1993,0,98053,795127,405,8472,312,93,329,8452
472,01.08.14,4,4.0,2.0,0,0,3,10,2007,0,98004,1980000,405,1123,405,0,203,1004
473,25.02.15,5,4.0,2.0,0,4,3,10,2014,0,98033,1790000,405,790,328,77,249,836
474,02.02.15,5,4.0,2.0,0,0,3,10,2015,0,98075,1290000,405,746,405,0,332,575
475,17.04.15,4,4.0,3.0,1,4,3,10,2007,0,98008,2300000,405,760,366,39,248,792
476,01.10.14,4,4.0,2.0,0,3,3,11,2007,0,98027,1260000,405,558,316,89,401,558
477,17.06.14,3,4.0,2.0,0,3,3,10,2008,0,98103,1560000,405,580,275,130,178,363
478,27.08.14,5,3.0,2.0,0,0,3,10,1972,0,98005,900000,404,3454,274,130,305,3869
479,01.07.14,4,4.0,1.0,0,0,3,9,2006,0,98027,850000,404,10479,204,200,203,20727
480,06.10.14,5,4.0,2.0,0,2,3,10,2007,0,98027,1150000,404,578,327,77,303,557
481,01.04.15,4,4.0,2.0,0,0,5,10,1908,0,98112,2540000,404,558,276,128,389,669
482,24.10.14,4,4.0,2.0,0,0,3,8,1999,0,98042,472000,404,659,267,138,231,675
483,30.06.14,4,4.0,2.0,0,0,3,10,2013,0,98004,2070000,404,740,404,0,204,795
484,24.12.14,5,5.0,2.0,0,0,3,11,2014,0,98074,1380000,404,1246,404,0,371,670
485,07.11.14,4,4.0,2.0,0,0,3,11,2003,0,98053,1190000,403,20242,403,0,319,20363
486,07.10.14,8,6.0,2.0,0,0,3,8,1967,0,98004,2150000,403,875,403,0,191,846
487,05.05.14,4,3.0,3.0,0,0,3,11,1992,0,98053,1090000,403,13157,403,0,253,9028
488,15.12.14,4,4.0,2.0,0,0,3,10,2008,0,98199,1280000,403,511,265,138,120,511
489,10.09.14,7,4.0,2.0,0,0,3,7,1986,0,98106,419000,403,792,237,166,176,832
490,26.01.15,5,3.0,1.0,0,0,5,8,1979,0,98118,537500,403,846,202,202,189,633
491,17.06.14,3,4.0,2.0,0,3,3,11,1993,0,98107,2480000,403,460,284,119,156,488
492,04.03.15,5,5.0,3.0,0,4,3,10,2010,0,98107,2950000,403,532,403,0,164,488
493,08.08.14,4,4.0,2.0,0,0,4,11,1988,0,98040,1700000,402,1425,300,102,357,1330
494,26.01.15,3,4.0,2.0,0,0,3,10,1985,0,98074,722800,402,1357,337,65,299,1178
495,03.09.14,4,4.0,2.0,0,0,3,11,1997,0,98074,1210000,402,2431,402,0,475,2446
496,28.08.14,5,4.0,1.0,0,4,3,12,2008,0,98004,3170000,402,1113,194,208,401,1115
497,20.04.15,5,4.0,2.0,0,0,4,11,1997,0,98004,1670000,401,3793,401,0,401,4143
498,24.10.14,5,3.0,1.0,0,0,4,8,1967,0,98038,565000,401,9959,201,201,230,9959
499,25.08.14,4,4.0,2.0,0,0,3,11,2006,0,98027,1050000,401,809,296,105,373,773
500,01.04.15,5,4.0,2.0,0,0,3,12,1990,0,98006,1600000,401,3052,401,0,410,3086
501,14.10.14,3,3.0,1.0,0,0,4,10,1972,0,98004,1780000,401,1787,201,201,319,1716
502,13.11.14,5,3.0,2.0,0,0,3,7,1973,2014,98115,1100000,401,708,268,134,175,708
503,17.10.14,4,4.0,2.0,0,0,3,10,2005,0,98029,1040000,401,789,305,97,375,1023
504,09.12.14,5,4.0,2.0,1,4,3,8,1938,0,98155,1800000,401,3633,401,0,178,720
505,07.04.15,5,4.0,2.0,0,0,3,9,2012,0,98056,887250,401,697,325,76,302,701
506,27.04.15,5,3.0,2.0,0,0,3,10,1988,0,98053,1130000,401,2603,401,0,295,2654
507,22.08.14,3,4.0,2.0,0,2,3,10,1988,0,98177,1200000,401,1008,292,109,212,1032
508,13.06.14,3,3.0,2.0,0,4,5,10,1982,0,98177,1740000,401,2983,233,167,354,2454
509,16.10.14,6,5.0,2.0,0,0,3,8,2008,0,98074,780000,401,929,274,126,195,929
510,17.07.14,6,4.0,2.0,0,0,3,10,2013,0,98059,1170000,401,721,303,98,429,950
511,11.07.14,5,5.0,2.0,0,0,3,10,2004,0,98029,975000,400,1138,400,0,367,1138
512,10.02.15,5,4.0,2.0,0,0,3,8,1972,0,98027,593500,400,4684,299,100,249,3874
513,21.10.14,4,4.0,2.0,0,1,3,11,1987,0,98040,1130000,400,781,333,67,257,930
514,09.10.14,5,4.0,2.0,0,3,3,10,1957,2009,98116,1400000,400,862,270,129,258,614
515,10.11.14,4,4.0,2.0,0,0,3,10,1992,0,98058,600000,400,6543,252,148,327,2484
516,11.12.14,8,4.0,2.0,0,0,4,8,1979,0,98059,430000,400,970,260,139,165,972
517,09.10.14,4,5.0,2.0,0,0,3,11,1985,1999,98039,2500000,400,1844,400,0,285,1844
518,24.11.14,4,4.0,2.0,0,0,3,11,2014,0,98074,1450000,400,10118,400,0,432,9991
519,18.06.14,4,4.0,1.0,0,3,3,11,1997,0,98006,1380000,399,1125,250,149,359,1045
520,09.12.14,4,4.0,1.0,0,3,3,11,1997,0,98006,1400000,399,1125,250,149,359,1045
521,16.06.14,4,3.0,2.0,0,0,3,10,2004,0,98010,792500,399,16303,399,0,313,5870
522,03.12.14,5,3.0,1.0,0,3,3,9,1972,2007,98040,1710000,399,1589,230,168,330,1579
523,12.11.14,5,4.0,3.0,0,0,4,10,1927,0,98112,1160000,399,652,334,65,178,372
524,30.05.14,7,5.0,2.0,0,0,5,10,1982,0,98027,840000,399,3495,399,0,261,3765
525,09.07.14,5,3.0,2.0,0,0,4,11,1985,0,98039,2680000,399,1900,399,0,336,2075
526,01.12.14,4,5.0,2.0,0,0,3,10,2013,0,98004,1890000,398,868,398,0,146,836
527,27.08.14,4,4.0,2.0,0,1,5,10,1946,0,98199,1650000,398,889,324,74,275,641
528,01.10.14,4,4.0,2.0,0,0,4,11,1984,0,98004,1930000,398,1886,398,0,318,1520
529,06.11.14,4,3.0,1.0,0,4,5,11,1971,0,98116,2050000,398,1750,203,195,231,823
530,27.04.15,4,3.0,2.0,0,0,3,11,1999,0,98006,1200000,398,1189,316,82,327,892
531,06.06.14,4,4.0,2.0,0,0,3,11,2005,0,98004,1600000,398,891,398,0,219,932
532,16.10.14,4,3.0,2.0,0,0,3,9,1947,2008,98004,1900000,398,1177,362,35,334,1178
533,09.07.14,4,4.0,2.0,0,0,3,10,2002,0,98092,734950,398,4385,283,114,262,4034
534,11.08.14,5,4.0,2.0,0,0,3,10,1996,0,98027,839000,398,1051,252,146,286,1051
535,05.08.14,5,5.0,2.0,0,0,3,10,2014,0,98034,995500,398,787,398,0,278,1029
536,29.09.14,5,4.0,2.0,0,3,3,10,2014,0,98075,1140000,398,607,398,0,368,638
537,24.02.15,4,4.0,1.0,0,0,4,12,1993,0,98077,1100000,397,3726,397,0,326,3360
538,18.06.14,4,3.0,1.0,0,0,3,10,1991,0,98053,975000,397,4032,249,148,337,3362
